ID,Link,Question Title,Section,Subject,Difficulty,Others' Pace
411201400,/answers/411201400,Strange operator,Problem Solving,Algebra,Hard,2:20
411201623,/answers/411201623,Root of Algebraic Reciprocal,Problem Solving,Powers and Roots,Hard,1:20
411201690,/answers/411201690,Rise in Communicable Diseases,Sentence Correction,Agreement,Medium,1:10
411201901,/answers/411201901,Non-Chocolate Candies,Critical Reasoning,Conclusion/Inference,Medium,1:42
411201940,/answers/411201940,Scientific Notation Inequality,Data Sufficiency,Powers and Roots,Medium,2:13
411201947,/answers/411201947,repeated angles in nested triangles,Problem Solving,Geometry,Hard,2:39
411202121,/answers/411202121,Ordering,Problem Solving,Arithmetic and Fractions,Hard,2:06
411202403,/answers/411202403,k is mult of 1440,Problem Solving,Integer Properties,Hard,2:29
411202683,/answers/411202683,Sally's Monthly Expenses,Problem Solving,Word Problems,Hard,4:16
411203318,/answers/411203318,Plane Trip,Problem Solving,Word Problems,Hard,2:57
411203635,/answers/411203635,A sphere is,Problem Solving,Geometry,Hard,1:02
411204185,/answers/411204185,Pentagon Diagonal & Altitude,Problem Solving,Geometry,Hard,3:22
411204474,/answers/411204474,repeating decimal reciprocal,Problem Solving,Arithmetic and Fractions,Hard,1:40
411205946,/answers/411205946,Right triangle with area 28,Problem Solving,Geometry,Hard,3:38
411207155,/answers/411207155,The controversial restructuring plan,Sentence Correction,Diction,Medium,1:04
411208761,/answers/411208761,The Articles of Confederation,Sentence Correction,Rhetorical Construction,Medium,1:34
411208916,/answers/411208916,Circumference from Inscribed Triangle,Data Sufficiency,Geometry,Hard,1:36
411208970,/answers/411208970,Order of operations,Problem Solving,Arithmetic and Fractions,Hard,0:55
411208981,/answers/411208981,Dolphins can swim,Critical Reasoning,Structure (Arguments),Medium,1:45
411209125,/answers/411209125,Exponents of Primes,Problem Solving,Powers and Roots,Hard,1:51
411209203,/answers/411209203,Abc ratio,Data Sufficiency,Percents and Ratios,Hard,1:52
411209289,/answers/411209289,Global warming,Reading Comprehension,Long Passages,Medium,1:22
411209378,/answers/411209378,Equation with function,Problem Solving,Algebra,Hard,1:51
411209758,/answers/411209758,Global warming,Reading Comprehension,Long Passages,Hard,3:43
411209953,/answers/411209953,High School Sports Venn Diagram,Data Sufficiency,Word Problems,Hard,2:45
411210011,/answers/411210011,Simplify me,Problem Solving,Powers and Roots,Hard,2:25
411210100,/answers/411210100,Is x greater than y - II,Data Sufficiency,Algebra,Hard,1:12
411210129,/answers/411210129,Global warming,Reading Comprehension,Long Passages,Easy,1:23
411210280,/answers/411210280,Consider the three points,Problem Solving,Geometry,Hard,2:00
411210638,/answers/411210638,Rectangle in circle,Problem Solving,Geometry,Hard,1:40
411211599,/answers/411211599,Prime Factors in Factorial,Data Sufficiency,Integer Properties,Hard,2:00
411213232,/answers/411213232,SAT Math Scores,Problem Solving,,Hard,1:12
411213512,/answers/411213512,US Trade Representative,Sentence Correction,Idioms,Medium,1:21
411215206,/answers/411215206,The publication of Joyce's Ulysses,Sentence Correction,Diction,Hard,1:14
411215484,/answers/411215484,ApexCo drilling,Critical Reasoning,Weakening,Medium,1:46
411216290,/answers/411216290,Asteroids,Reading Comprehension,Long Passages,Medium,3:19
411219111,/answers/411219111,Asteroids,Reading Comprehension,Long Passages,Hard,2:43
411220171,/answers/411220171,Asteroids,Reading Comprehension,Long Passages,Medium,1:51
411220533,/answers/411220533,Asteroids,Reading Comprehension,Long Passages,Easy,1:21
411220808,/answers/411220808,Since Senator Johnston,Sentence Correction,Rhetorical Construction,Medium,1:48
411221518,/answers/411221518,"Federal investigators, called in",Critical Reasoning,Conclusion/Inference,Medium,1:44
411222449,/answers/411222449,Guillotined on highly questionable,Sentence Correction,Rhetorical Construction,Medium,1:54
411222652,/answers/411222652,Public Park Grounds Crew,Critical Reasoning,Conclusion/Inference,Hard,1:47
411222734,/answers/411222734,Most of the university's faculty,Sentence Correction,Idioms,Hard,1:30
411223065,/answers/411223065,Iris Scanners,Critical Reasoning,Strengthening,Hard,1:32
411223458,/answers/411223458,J.S. Bach was more,Sentence Correction,Parallelism,Hard,1:28
411224739,/answers/411224739,Pediatrician: Child psychologists recommend,Critical Reasoning,Paragraph Arguments,Hard,1:49
411231778,/answers/411231778,King Arthur,Reading Comprehension,Long Passages,Hard,2:17
411232710,/answers/411232710,King Arthur,Reading Comprehension,Long Passages,Hard,1:29
411234201,/answers/411234201,King Arthur,Reading Comprehension,Long Passages,Hard,2:03
411235413,/answers/411235413,King Arthur,Reading Comprehension,Long Passages,Hard,2:06
411236249,/answers/411236249,The Phlogiston theory,Sentence Correction,Rhetorical Construction,Hard,1:29
411248712,/answers/411248712,Examples of the AND Rule Quiz #2,Math Lesson Quizzes,Examples of the AND Rule,Easy,0:28
411248713,/answers/411248713,Examples of the AND Rule Quiz #2,Math Lesson Quizzes,Examples of the AND Rule,Easy,0:39
411248714,/answers/411248714,Examples of the AND Rule Quiz #2,Math Lesson Quizzes,Examples of the AND Rule,Very Hard,0:53
411248715,/answers/411248715,Examples of the AND Rule Quiz #2,Math Lesson Quizzes,Examples of the AND Rule,Very Hard,2:11
411248716,/answers/411248716,Examples of the AND Rule Quiz #2,Math Lesson Quizzes,Examples of the AND Rule,Medium,1:08
411319133,/answers/411319133,Peter buys Paint,Data Sufficiency,,Hard,1:41
411319767,/answers/411319767,Professional Driver,Problem Solving,Word Problems,Hard,2:44
411320199,/answers/411320199,Argument of Composition,Problem Solving,Algebra,Hard,2:30
411321130,/answers/411321130,Biggest angle,Data Sufficiency,Geometry,Hard,1:44
411321305,/answers/411321305,Baseball Pitcher Probability,Problem Solving,Probability,Medium,2:18
411321440,/answers/411321440,Adding to Numerator and Denominator 2,Data Sufficiency,Arithmetic and Fractions,Hard,1:29
411324106,/answers/411324106,average y is x,Problem Solving,Algebra,Hard,2:38
411324561,/answers/411324561,Inverse Proportion with Variables,Problem Solving,,Hard,2:04
411325157,/answers/411325157,Difference of Squares,Problem Solving,Powers and Roots,Medium,1:28
411325208,/answers/411325208,144 Degree Angle in Circle,Data Sufficiency,Geometry,Medium,1:29
411325219,/answers/411325219,Sequence,Problem Solving,Word Problems,Medium,1:24
411325239,/answers/411325239,Simplified,Problem Solving,Integer Properties,Medium,2:12
411325282,/answers/411325282,29736 plus k,Data Sufficiency,Integer Properties,Hard,1:51
411325438,/answers/411325438,Making a square,Problem Solving,Integer Properties,Hard,1:48
411325536,/answers/411325536,"Consecutive w, x and y",Data Sufficiency,Integer Properties,Hard,1:28
411325667,/answers/411325667,Three factorial ratios,Problem Solving,Counting,Hard,1:42
411325743,/answers/411325743,Which operation,Data Sufficiency,Arithmetic and Fractions,Hard,0:52
411325753,/answers/411325753,"Same remainder, different divisors",Problem Solving,Integer Properties,Hard,3:44
411326034,/answers/411326034,Computer calculations,Problem Solving,Percents and Ratios,Hard,1:31
411327580,/answers/411327580,Average Speed of Walker,Problem Solving,Word Problems,Hard,2:46
411328244,/answers/411328244,Mean of Consecutive Integers,Data Sufficiency,Statistics,Hard,1:46
411328664,/answers/411328664,"Equilateral triangle, altitude",Problem Solving,Geometry,Hard,2:58
411329167,/answers/411329167,Columbus elementary,Data Sufficiency,Probability,Hard,1:59
411329425,/answers/411329425,Average of 10 to 400,Problem Solving,Statistics,Hard,1:52
411329762,/answers/411329762,Is It a Square 1,Data Sufficiency,Geometry,Hard,0:58
411329959,/answers/411329959,Ordering roots,Problem Solving,Powers and Roots,Hard,1:42
411330498,/answers/411330498,Two Sums of Squares,Data Sufficiency,Algebra,Hard,2:31
411330911,/answers/411330911,Roberto's age x years ago,Problem Solving,Word Problems,Hard,1:36
411330996,/answers/411330996,nth term of sequence,Problem Solving,Word Problems,Hard,1:58
411331146,/answers/411331146,"Median of a, b and c",Data Sufficiency,Statistics,Hard,1:30
411331288,/answers/411331288,Circle in Cartesian Plane,Problem Solving,Coordinate Plane,Hard,2:25
411331377,/answers/411331377,Square Interstellar Region,Problem Solving,Arithmetic and Fractions,Hard,1:55
411331803,/answers/411331803,Card Game Allemande,Data Sufficiency,,Hard,2:52
411332225,/answers/411332225,There are 13 hearts,Problem Solving,Probability,Hard,2:48
411333830,/answers/411333830,Gallicum Enterprises,Problem Solving,Percents and Ratios,Hard,3:02
411333937,/answers/411333937,Decreasing standard deviation,Problem Solving,Statistics,Hard,1:14
411334755,/answers/411334755,Flour and cakes,Problem Solving,Word Problems,Hard,1:57
411335301,/answers/411335301,Unfair coin,Problem Solving,Probability,Hard,1:40
411335502,/answers/411335502,Combining Sugar Solutions,Problem Solving,Word Problems,Hard,3:02
411338341,/answers/411338341,Different meals,Problem Solving,Counting,Hard,1:19
411338478,/answers/411338478,Quadrant from Signs,Data Sufficiency,Coordinate Plane,Hard,1:03
411338576,/answers/411338576,Complex Algebra Fraction,Problem Solving,Algebra,Hard,2:24
411338652,/answers/411338652,Average with roots,Problem Solving,Statistics,Hard,1:18
411339002,/answers/411339002,Difference of Reciprocals of Variables,Data Sufficiency,Algebra,Hard,1:45
411339363,/answers/411339363,Equation with roots,Problem Solving,Algebra,Hard,2:20
411339376,/answers/411339376,Common Multiple Cookies,Data Sufficiency,Integer Properties,Hard,2:15
411340185,/answers/411340185,Roots squared,Problem Solving,Algebra,Hard,1:55
411340236,/answers/411340236,Cartesian Parallelogram,Data Sufficiency,Coordinate Plane,Hard,2:01
411340597,/answers/411340597,Root of monomial with powers,Problem Solving,Powers and Roots,Hard,1:26
411340673,/answers/411340673,2 to the power of k equals 3,Problem Solving,Powers and Roots,Hard,1:26
411340848,/answers/411340848,Absolutes,Data Sufficiency,Algebra,Hard,1:56
411341012,/answers/411341012,Large Aquarium,Problem Solving,Word Problems,Hard,2:09
411341792,/answers/411341792,Value of Binomial from Square,Data Sufficiency,Algebra,Hard,2:38
411342299,/answers/411342299,Odd positive divisors,Problem Solving,Integer Properties,Hard,1:42
411342664,/answers/411342664,Value from Exponential Range,Data Sufficiency,Powers and Roots,Hard,2:09
411344874,/answers/411344874,Divisible by 3,Problem Solving,Probability,Hard,2:38
411345483,/answers/411345483,Is ABCD a square,Data Sufficiency,Geometry,Hard,0:56
411345555,/answers/411345555,Consider these three quantities,Problem Solving,Counting,Hard,1:37
411345623,/answers/411345623,Scientific Notation Quotient,Problem Solving,Arithmetic and Fractions,Hard,0:56
411345721,/answers/411345721,Mental Math: Estimation Quiz #1,Math Lesson Quizzes,Mental Math: Estimation,Easy,0:24
411345722,/answers/411345722,Mental Math: Estimation Quiz #1,Math Lesson Quizzes,Mental Math: Estimation,Medium,0:38
411345723,/answers/411345723,Mental Math: Estimation Quiz #1,Math Lesson Quizzes,,Medium,0:51
411345724,/answers/411345724,Mental Math: Estimation Quiz #1,Math Lesson Quizzes,Mental Math: Estimation,Medium,0:44
411345725,/answers/411345725,Mental Math: Estimation Quiz #1,Math Lesson Quizzes,Mental Math: Estimation,Hard,0:42
411345982,/answers/411345982,36 socks,Data Sufficiency,Probability,Hard,1:16
411349908,/answers/411349908,Variable Slope,Problem Solving,Coordinate Plane,Hard,2:53
411350092,/answers/411350092,Randomly selected prime,Problem Solving,Probability,Hard,2:07
411350306,/answers/411350306,Product percent increase,Problem Solving,Algebra,Hard,3:10
411351011,/answers/411351011,"Evaluation, 3 decimals over 3 decimals",Problem Solving,Arithmetic and Fractions,Hard,2:15
411353819,/answers/411353819,Double triangle,Data Sufficiency,Geometry,Hard,1:04
411353881,/answers/411353881,What is the GCF 25x^2,Problem Solving,Powers and Roots,Hard,0:50
411354109,/answers/411354109,Given f(x) = x/(x+1),Problem Solving,Word Problems,Hard,1:54
411355381,/answers/411355381,The numbers a,Data Sufficiency,Algebra,Hard,2:23
411357997,/answers/411357997,Mean of Set with Partial Range,Data Sufficiency,Statistics,Hard,1:41
411359074,/answers/411359074,With American cryptanalysts,Sentence Correction,Grammatical Construction,Medium,1:17
411362435,/answers/411362435,Is x even,Data Sufficiency,Integer Properties,Hard,1:22
411362486,/answers/411362486,xy Equals 5,Problem Solving,Algebra,Medium,1:45
411367338,/answers/411367338,Backsolving Quiz #2,Math Lesson Quizzes,Backsolving,Hard,2:25
411367339,/answers/411367339,Backsolving Quiz #2,Math Lesson Quizzes,Backsolving,Easy,1:23
411367340,/answers/411367340,Backsolving Quiz #2,Math Lesson Quizzes,Backsolving,Hard,3:29
411367341,/answers/411367341,Backsolving Quiz #2,Math Lesson Quizzes,,Very Hard,2:03
411367342,/answers/411367342,Backsolving Quiz #2,Math Lesson Quizzes,,Very Hard,2:51
411368225,/answers/411368225,x-squared minus y-squared,Data Sufficiency,Algebra,Hard,0:50
411368234,/answers/411368234,Function composition,Problem Solving,Algebra,Medium,2:10
411368253,/answers/411368253,Test results,Problem Solving,Statistics,Medium,1:49
411368265,/answers/411368265,Cube Volume,Data Sufficiency,Geometry,Medium,1:08
411368275,/answers/411368275,Inequality I,Problem Solving,Algebra,Medium,0:46
411368280,/answers/411368280,Maggie's and Bobby's Ages,Data Sufficiency,Word Problems,Medium,1:37
411368285,/answers/411368285,Buying Widgets,Problem Solving,Word Problems,Medium,2:11
411368296,/answers/411368296,Inequality from Equations,Data Sufficiency,Coordinate Plane,Medium,1:16
411368301,/answers/411368301,What is the Greatest Common Factor (18x^8)(y^20),Problem Solving,Powers and Roots,Medium,0:58
411368307,/answers/411368307,What is the perimeter,Problem Solving,Geometry,Medium,2:05
411368312,/answers/411368312,Lisa Next to Phillip,Data Sufficiency,Probability,Medium,1:31
411368319,/answers/411368319,"f(x) = x + 2 and g(x) = 4,",Problem Solving,Algebra,Medium,0:54
411368323,/answers/411368323,Prime from Number of Factors,Data Sufficiency,Integer Properties,Medium,1:17
411368328,/answers/411368328,In a certain town Mets,Problem Solving,Percents and Ratios,Medium,2:01
411368335,/answers/411368335,Inequality from Powers,Data Sufficiency,Algebra,Medium,1:10
411368346,/answers/411368346,Triple matrix schools,Problem Solving,Word Problems,Medium,2:44
411368356,/answers/411368356,x to the power of 4,Problem Solving,Powers and Roots,Medium,0:57
411368365,/answers/411368365,Does wxyz equal 1,Data Sufficiency,Algebra,Medium,1:40
411368394,/answers/411368394,Recursion,Problem Solving,Word Problems,Medium,1:49
411368402,/answers/411368402,Hardware store,Data Sufficiency,Word Problems,Medium,1:21
411368410,/answers/411368410,1 red 1 blue,Problem Solving,Probability,Medium,2:09
411368418,/answers/411368418,Difference of Reciprocals of Consecutive Integers,Data Sufficiency,Algebra,Medium,2:10
411368426,/answers/411368426,Helicopter Trip,Problem Solving,Word Problems,Medium,1:02
411368436,/answers/411368436,Three-Digit Number Divisible by 7,Data Sufficiency,Integer Properties,Medium,1:44
411368446,/answers/411368446,Sum of Multiples of 5,Problem Solving,Word Problems,Medium,2:10
411368482,/answers/411368482,Equation of line k,Problem Solving,Coordinate Plane,Medium,1:38
411368496,/answers/411368496,"Canadians, Mexicans and Americans",Data Sufficiency,Percents and Ratios,Medium,1:45
411368510,/answers/411368510,Ratio of Areas,Problem Solving,Geometry,Medium,2:05
411368518,/answers/411368518,Jill's paintings,Data Sufficiency,Word Problems,Medium,1:21
411368526,/answers/411368526,Number line quotient,Problem Solving,Arithmetic and Fractions,Medium,1:08
411368541,/answers/411368541,Adding to Numerator and Denominator 1,Data Sufficiency,Arithmetic and Fractions,Medium,1:38
411368548,/answers/411368548,Average with two variables,Problem Solving,Statistics,Medium,1:57
411368556,/answers/411368556,Original price of widget,Problem Solving,Percents and Ratios,Medium,1:37
411368563,/answers/411368563,Circle area,Data Sufficiency,Geometry,Medium,1:18
411368576,/answers/411368576,Qualifying Tournament,Problem Solving,Word Problems,Medium,1:41
411368586,/answers/411368586,Selecting red or white,Data Sufficiency,Probability,Medium,0:47
411368593,/answers/411368593,triangle with parallel segment,Problem Solving,Geometry,Medium,1:59
411368609,/answers/411368609,Is x greater than y,Data Sufficiency,Algebra,Medium,1:18
411368616,/answers/411368616,Several fractions,Problem Solving,Powers and Roots,Medium,2:15
411368641,/answers/411368641,For a long time price of console,Problem Solving,Percents and Ratios,Medium,1:46
411368648,/answers/411368648,Bill's tests,Data Sufficiency,Statistics,Medium,1:35
411368665,/answers/411368665,Distance root 40,Problem Solving,Coordinate Plane,Medium,1:21
411368673,/answers/411368673,Half Full Barrel,Data Sufficiency,Percents and Ratios,Medium,1:36
411368689,/answers/411368689,Ranking Standard Deviation,Problem Solving,,Medium,0:57
411368699,/answers/411368699,"Square and Triangle, Same Area",Data Sufficiency,Geometry,Medium,1:12
411368708,/answers/411368708,Shirt Price,Problem Solving,Percents and Ratios,Medium,1:50
411368718,/answers/411368718,3 variables,Data Sufficiency,Algebra,Medium,1:39
411368726,/answers/411368726,24xy Squared,Problem Solving,Powers and Roots,Medium,1:31
411368749,/answers/411368749,Greatest standard deviation,Problem Solving,Statistics,Medium,0:42
411368756,/answers/411368756,xy equals 6,Data Sufficiency,Algebra,Medium,1:13
411368767,/answers/411368767,Small percent,Problem Solving,Percents and Ratios,Medium,0:32
411368778,/answers/411368778,x minus y - II,Data Sufficiency,Algebra,Medium,1:39
411368805,/answers/411368805,Friends Buy a Gift,Problem Solving,Word Problems,Medium,2:43
411368815,/answers/411368815,Slope of k,Data Sufficiency,Coordinate Plane,Medium,1:23
411368817,/answers/411368817,White marbles,Problem Solving,Word Problems,Medium,1:12
411368820,/answers/411368820,If a sequence,Problem Solving,Word Problems,Medium,2:32
411368826,/answers/411368826,Average of abcd,Data Sufficiency,Statistics,Medium,1:30
411368832,/answers/411368832,Big square root,Problem Solving,Powers and Roots,Medium,1:40
411368902,/answers/411368902,Number of Children in Row,Data Sufficiency,Counting,Medium,0:59
411368941,/answers/411368941,Decreasing Sequence,Problem Solving,Word Problems,Medium,2:26
411368952,/answers/411368952,x and y,Data Sufficiency,Percents and Ratios,Medium,1:48
411368961,/answers/411368961,Median of consecutive integers,Problem Solving,Statistics,Medium,1:37
411368991,/answers/411368991,Seconds per Meter,Problem Solving,Word Problems,Medium,2:08
411369003,/answers/411369003,Average of a and b,Data Sufficiency,Statistics,Medium,1:10
411369015,/answers/411369015,75 percent of x,Problem Solving,Percents and Ratios,Medium,1:24
411369025,/answers/411369025,Triangle areas,Data Sufficiency,Geometry,Easy,1:32
411369030,/answers/411369030,quadratic k,Problem Solving,Algebra,Medium,1:45
411369039,/answers/411369039,"Circle Area, Difference of Squares",Data Sufficiency,Geometry,Medium,1:55
411369050,/answers/411369050,6y minus 4x,Problem Solving,Algebra,Medium,0:56
411369058,/answers/411369058,Tokens for Fair,Data Sufficiency,,Medium,1:43
411369067,/answers/411369067,f(2k),Problem Solving,Powers and Roots,Medium,1:11
411369094,/answers/411369094,Recursive Series with Square,Problem Solving,Word Problems,Medium,2:55
411369102,/answers/411369102,Red and green chips,Data Sufficiency,Probability,Medium,0:48
411369106,/answers/411369106,Decimal conversion,Problem Solving,Arithmetic and Fractions,Medium,0:50
411369118,/answers/411369118,Elizabeth invested,Data Sufficiency,Percents and Ratios,Medium,1:00
411369129,/answers/411369129,w x and y,Problem Solving,Arithmetic and Fractions,Medium,1:59
411369141,/answers/411369141,Odd with Square,Data Sufficiency,Integer Properties,Medium,1:27
411369149,/answers/411369149,Negative exponents,Problem Solving,Powers and Roots,Medium,0:48
411369157,/answers/411369157,Strange operator - II,Problem Solving,Powers and Roots,Medium,1:46
411369164,/answers/411369164,Integer with Cube Root,Data Sufficiency,Powers and Roots,Medium,1:19
411369190,/answers/411369190,Ron's Age,Problem Solving,Word Problems,Medium,2:59
411369208,/answers/411369208,Value of Square of Binomial,Data Sufficiency,Algebra,Medium,1:35
411369217,/answers/411369217,Logarithmic Addition,Problem Solving,Powers and Roots,Medium,1:17
411369236,/answers/411369236,Is x greater than y – III,Data Sufficiency,Algebra,Medium,1:20
411369247,/answers/411369247,"Points Q, R, S, and T",Problem Solving,Arithmetic and Fractions,Hard,2:32
411369265,/answers/411369265,Powers 8,Problem Solving,Powers and Roots,Hard,1:21
411369277,/answers/411369277,Zoo Ratio,Data Sufficiency,Percents and Ratios,Hard,1:52
411369288,/answers/411369288,Bounded triangle,Problem Solving,Coordinate Plane,Medium,1:57
411369293,/answers/411369293,Is x odd,Data Sufficiency,Integer Properties,Medium,1:31
411369323,/answers/411369323,Two lines in x-y plane,Problem Solving,Coordinate Plane,Medium,1:24
411369344,/answers/411369344,2 equations 2 variables,Data Sufficiency,Algebra,Medium,1:24
411369351,/answers/411369351,Strange operator - III - square & cube roots,Problem Solving,Powers and Roots,Medium,1:42
411369362,/answers/411369362,Tree planters,Data Sufficiency,Percents and Ratios,Medium,1:04
411369369,/answers/411369369,3x = 7y = 100,Problem Solving,Algebra,Medium,1:37
411369376,/answers/411369376,Which must be even,Problem Solving,Integer Properties,Medium,1:09
411369390,/answers/411369390,The ratio of x to y,Data Sufficiency,Percents and Ratios,Easy,1:14
411369395,/answers/411369395,Solve for x - proportion of binomials,Problem Solving,Algebra,Medium,1:43
411369401,/answers/411369401,Value from Squares,Data Sufficiency,Passport to Advanced Math,Medium,1:10
411369415,/answers/411369415,Possible points on a line,Problem Solving,Coordinate Plane,Medium,1:49
411369453,/answers/411369453,Jessica buys Jacket,Data Sufficiency,Percents and Ratios,Medium,2:20
411369463,/answers/411369463,Greatest possible value,Problem Solving,Arithmetic and Fractions,Medium,1:58
411369472,/answers/411369472,X Percent of 160,Problem Solving,Percents and Ratios,Medium,1:09
411369483,/answers/411369483,Value of w,Data Sufficiency,Statistics,Medium,2:17
411369494,/answers/411369494,Sum of Squares,Problem Solving,Powers and Roots,Medium,1:54
411369502,/answers/411369502,Coordinate Inequality,Data Sufficiency,Coordinate Plane,Medium,1:22
411369513,/answers/411369513,House with Aluminum Siding,Problem Solving,Word Problems,Medium,2:11
411369542,/answers/411369542,k with inequalities,Data Sufficiency,Algebra,Medium,2:03
411369552,/answers/411369552,Red and blue chips,Problem Solving,Probability,Medium,1:02
411369568,/answers/411369568,Fraction decimal,Problem Solving,Algebra,Medium,1:17
411369594,/answers/411369594,"Point j, k",Data Sufficiency,Coordinate Plane,Easy,1:38
411369601,/answers/411369601,Microcurrent in an Electrode,Problem Solving,Powers and Roots,Medium,0:57
411369608,/answers/411369608,Josh buys widgets,Data Sufficiency,Word Problems,Easy,1:45
411369620,/answers/411369620,Intersecting Lines,Problem Solving,Geometry,Medium,2:08
411369629,/answers/411369629,Different machine making widgets,Data Sufficiency,Word Problems,Easy,1:34
411369639,/answers/411369639,Exponent Simplification,Problem Solving,Powers and Roots,Medium,1:09
411369644,/answers/411369644,Is a less than b,Data Sufficiency,Algebra,Easy,1:04
411369664,/answers/411369664,k is an integer,Problem Solving,Integer Properties,Medium,1:11
411369674,/answers/411369674,marbles in a jar,Problem Solving,Percents and Ratios,Easy,1:08
411369721,/answers/411369721,Is x greater than 5,Data Sufficiency,Algebra,Easy,0:40
411369752,/answers/411369752,Determine the exponent - II,Problem Solving,Powers and Roots,Easy,1:21
411369800,/answers/411369800,Is x greater than 2,Data Sufficiency,Algebra,Easy,0:41
411369815,/answers/411369815,(3 x 10^20)*(8 x 10^30),Problem Solving,Powers and Roots,Easy,0:44
411369843,/answers/411369843,3 ropes,Data Sufficiency,Word Problems,Easy,1:25
411369873,/answers/411369873,Inequal functions,Problem Solving,Powers and Roots,Easy,1:26
411369908,/answers/411369908,Andrea’s Silver Pendants,Problem Solving,Geometry,Easy,1:52
411369916,/answers/411369916,Pythagoras in Circle,Data Sufficiency,Geometry,Easy,1:19
411369923,/answers/411369923,175 percent of 8x,Problem Solving,Percents and Ratios,Easy,1:42
411369930,/answers/411369930,Is xy odd,Data Sufficiency,Integer Properties,Easy,0:51
411369937,/answers/411369937,Product with roots,Problem Solving,Powers and Roots,Easy,0:48
411369966,/answers/411369966,Madge buys Bananas,Data Sufficiency,Arithmetic and Fractions,Easy,1:13
411369974,/answers/411369974,System of Equations,Problem Solving,Algebra,Easy,1:46
411369978,/answers/411369978,Awful root,Problem Solving,Powers and Roots,Easy,1:18
411369988,/answers/411369988,Find n in equation of line,Data Sufficiency,Coordinate Plane,Medium,1:27
411370005,/answers/411370005,Nested squares,Problem Solving,Geometry,Medium,1:44
411370019,/answers/411370019,Museum visitors,Data Sufficiency,Word Problems,Medium,1:40
411370026,/answers/411370026,Function Equation,Problem Solving,Powers and Roots,Medium,0:42
411370057,/answers/411370057,Value from 4th and 5th Powers,Data Sufficiency,Powers and Roots,Medium,0:37
411370070,/answers/411370070,Sum of squares,Problem Solving,Powers and Roots,Easy,1:08
411370077,/answers/411370077,ABC line explanation,Data Sufficiency,Geometry,Medium,0:59
411370083,/answers/411370083,Distributing 100 Candies,Problem Solving,Counting,Medium,1:41
411370094,/answers/411370094,Ascending order,Problem Solving,Probability,Medium,1:01
411370101,/answers/411370101,Angles in isosceles,Data Sufficiency,Geometry,Medium,1:12
411370129,/answers/411370129,49 squared minus 35 squared,Problem Solving,Algebra,Medium,1:49
411370154,/answers/411370154,Factor and Multiple,Data Sufficiency,Integer Properties,Medium,1:12
411370163,/answers/411370163,Population Decrease,Problem Solving,Percents and Ratios,Medium,1:10
411370172,/answers/411370172,"Guppies, angelfish and swordtails",Data Sufficiency,Percents and Ratios,Medium,1:24
